Descrição;Classificação;Origem / Destino;CFOP_ID;CFOP Descrição
Compra para industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente;Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização, remetidas pelo fornecedor para o industrializador sem que a mercadoria tenha transitado pelo estabelecimento do adquirente.;Origem / Destino Fora Estado;2122;2.122 - Compra para industrialização em que a mercadoria foi remetida pelo fornecedor ao industrializador sem transitar pelo estabelecimento adquirente
Industrialização efetuada por outra empresa;"Classificam-se neste código as entradas de mercadorias industrializadas por terceiros, compreendendo os valores referentes aos serviços prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial. Quando a industrialização efetuada se referir a bens do ativo imobilizado ou de mercadorias para uso ou consumo do estabelecimento encomendante, a entrada deverá ser classificada nos códigos ""1.551 - Compra de bem para o ativo imobilizado"" ou ""1.556 - Compra de material para uso ou consumo"".";Origem / Destino Fora Estado;2124;2.124 - Industrialização efetuada por outra empresa
Industrialização efetuada por outra empresa quando a mercadoria remetida para utilização no processo de industrialização não transitou pelo estabelecimento adquirente da mercadoria;"Classificam-se neste código as entradas de mercadorias industrializadas por outras empresas, em que as mercadorias remetidas para utilização no processo de industrialização não transitaram pelo estabelecimento do adquirente das mercadorias, compreendendo os valores referentes aos serviços prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial. Quando a industrialização efetuada se referir a bens do ativo imobilizado ou de mercadorias para uso ou consumo do estabelecimento encomendante, a entrada deverá ser classificada nos códigos ""1.551 - Compra de bem para o ativo imobilizado"" ou ""1.556 - Compra de material para uso ou consumo"".";Origem / Destino Fora Estado;2125;2.125 - Industrialização efetuada por outra empresa quando a mercadoria remetida para utilização no processo de industrialização não transitou pelo estabelecimento adquirente da mercadoria
Compra para utilização na prestação de serviço sujeita ao ICMS;Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços sujeitas ao ICMS.;Origem / Destino Fora Estado;2126;2.126 - Compra para utilização na prestação de serviço sujeita ao ICMS
Compra para utilização na prestação de serviço sujeita ao ISSQN - Efeitos a partir de 01/01/2011;Classificam-se neste código as entradas de mercadorias a serem utilizadas nas prestações de serviços sujeitas ao ISSQN.;Origem / Destino Fora Estado;2128;2.128 - Compra para utilização na prestação de serviço sujeita ao ISSQN - Efeitos a partir de 01/01/2011
Entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo - Efeitos a partir de 01/01/2018;"Classificam-se neste código as entradas de mercadorias com previsão de posterior ajuste ou fixação de preço, proveniente de cooperado, bem como proveniente de outra cooperativa, em que a saída tenha sido classificada no código ""5.131 - Remessa de produção do estabelecimento com previsão de posterior ajuste ou fixação de preço"" ou ""6.131 - Remessa de produção do estabelecimento com previsão de posterior ajuste ou fixação de preço"".";Origem / Destino Fora Estado;2131;2.131 - Entrada de mercadoria com previsão de posterior ajuste ou fixação de preço, decorrente de operação de ato cooperativo - Efeitos a partir de 01/01/2018
Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para comercialização - Efeitos a partir de 01/01/2018;"Classificam-se neste código as entradas para comercialização referentes a fixação de preço de produção do estabelecimento do produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo cuja saída tenha sido classificada sob o código ""5.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo"" ou ""6.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo"".";Origem / Destino Fora Estado;2132;2.132 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para comercialização - Efeitos a partir de 01/01/2018
Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para industrialização - Efeitos a partir de 01/01/2018;"Classificam-se neste código as entradas para industrialização referentes a fixação de preço de produção do estabelecimento do produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo cuja saída tenha sido classificada sob o código ""5.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo"" ou ""6.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço ou fixação de preço de ato cooperativo"", conforme a operação seja dentro ou fora do Estado respectivamente.";Origem / Destino Fora Estado;2135;2.135 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, em ato cooperativo, para industrialização - Efeitos a partir de 01/01/2018
Transferência para industrialização ou produção rural;Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem utilizadas em processo de industrialização ou produção rural.;Origem / Destino Fora Estado;2151;2.151 - Transferência para industrialização ou produção rural
Transferência para comercialização;Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.;Origem / Destino Fora Estado;2152;2.152 - Transferência para comercialização
Transferência de energia elétrica para distribuição;Classificam-se neste código as entradas de energia elétrica recebida em transferência de outro estabelecimento da mesma empresa, para distribuição.;Origem / Destino Fora Estado;2153;2.153 - Transferência de energia elétrica para distribuição
Transferência para utilização na prestação de serviço;Classificam-se neste código as entradas de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem utilizadas nas prestações de serviços.;Origem / Destino Fora Estado;2154;2.154 - Transferência para utilização na prestação de serviço
Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo - Efeitos a partir de 01/09/2018;Classificam-se neste código as entradas decorrentes de fornecimento de produtos ou mercadorias por estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujo fornecimento tenha sido classificado nos códigos 5.159 ou 6.159 - Fornecimento de produção do estabelecimento de ato cooperativo, 5.160 ou 6.160 - Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo.;Origem / Destino Fora Estado;2159;2.159 - Entrada decorrente do fornecimento de produto ou mercadoria de ato cooperativo - Efeitos a partir de 01/09/2018
Devolução de venda de produção do estabelecimento;"Classificam-se neste código as devoluções de vendas de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas tenham sido classificadas como ""Venda de produção do estabelecimento"".";Origem / Destino Fora Estado;2201;2.201 - Devolução de venda de produção do estabelecimento
Devolução de venda de mercadoria adquirida ou recebida de terceiros;"Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de industrialização no estabelecimento, cujas saídas tenham sido classificadas como ""Venda de mercadoria adquirida ou recebida de terceiros"".";Origem / Destino Fora Estado;2202;2.202 - Devolução de venda de mercadoria adquirida ou recebida de terceiros
Devolução de venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio;"Classificam-se neste código as devoluções de vendas de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas foram classificadas no código ""5.109 - Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio"" ou ""6.109 - Venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio"".";Origem / Destino Fora Estado;2203;2.203 - Devolução de venda de produção do estabelecimento, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio
Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio;"Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas foram classificadas no código ""5.110 - Venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio"" ou ""6.110 - Venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio"".";Origem / Destino Fora Estado;2204;2.204 - Devolução de venda de mercadoria adquirida ou recebida de terceiros, destinada à Zona Franca de Manaus ou Áreas de Livre Comércio
Anulação de valor relativo à prestação de serviço de comunicação;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de comunicação.;Origem / Destino Fora Estado;2205;2.205 - Anulação de valor relativo à prestação de serviço de comunicação
Anulação de valor relativo à prestação de serviço de transporte;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de prestações de serviços de transporte.;Origem / Destino Fora Estado;2206;2.206 - Anulação de valor relativo à prestação de serviço de transporte
Anulação de valor relativo à venda de energia elétrica;Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes de venda de energia elétrica.;Origem / Destino Fora Estado;2207;2.207 - Anulação de valor relativo à venda de energia elétrica
Devolução de produção do estabelecimento, remetida em transferência;Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, transferidos para outros estabelecimentos da mesma empresa.;Origem / Destino Fora Estado;2208;2.208 - Devolução de produção do estabelecimento, remetida em transferência
Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência;Classificam-se neste código as devoluções de mercadorias adquiridas ou recebidas de terceiros, transferidas para outros estabelecimentos da mesma empresa.;Origem / Destino Fora Estado;2209;2.209 - Devolução de mercadoria adquirida ou recebida de terceiros, remetida em transferência
Devolução de venda no mercado interno de mercadoria industrializada e insumo importado sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped) - Efeitos a partir de 01/04/2016;Classificam-se neste código as devoluções de vendas de produtos industrializados e insumos importados pelo estabelecimento.;Origem / Destino Fora Estado;2212;2.212 - Devolução de venda no mercado interno de mercadoria industrializada e insumo importado sob o Regime Aduaneiro Especial de Entreposto Industrial sob Controle Informatizado do Sistema Público de Escrituração Digital (Recof-Sped) - Efeitos a partir de 01/04/2016
Devolução de remessa de produção do estabelecimento com previsão de posterior ajuste ou fixação de preço, em ato cooperativo - Efeitos a partir de 01/01/2018;"Classificam-se neste código as devoluções de remessa que tenham sido classificadas no código ""5.131 - Remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço de ato cooperativo"" ou ""6.131 - Remessa de produção do estabelecimento, com previsão de posterior ajuste ou fixação de preço de ato cooperativo"".";Origem / Destino Fora Estado;2213;2.213 - Devolução de remessa de produção do estabelecimento com previsão de posterior ajuste ou fixação de preço, em ato cooperativo - Efeitos a partir de 01/01/2018
Devolução de fixação de preço de produção do estabelecimento produtor, de ato cooperativo - Efeitos a partir de 01/01/2018;"Classificam-se neste código as devoluções de fixação de preço de produção do estabelecimento produtor cuja saída tenha sido classificada no código ""5.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo"" ou ""6.132 - Fixação de preço de produção do estabelecimento, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo"", conforme a operação seja dentro ou fora do Estado respectivamente.";Origem / Destino Fora Estado;2214;2.214 - Devolução de fixação de preço de produção do estabelecimento produtor, de ato cooperativo - Efeitos a partir de 01/01/2018
Devolução de fornecimento de produção do estabelecimento de ato cooperativo - Efeitos a partir de 01/05/2019;"Classificam-se neste código as devoluções de fornecimentos de produtos industrializados ou produzidos pelo próprio estabelecimento de cooperativa destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujas saídas tenham sido classificadas no código ""5.159 – Fornecimento de produção do estabelecimento de ato cooperativo"" ou ""6.159 – Fornecimento de produção do estabelecimento de ato cooperativo"".";Origem / Destino Fora Estado;2215;2.215 - Devolução de fornecimento de produção do estabelecimento de ato cooperativo - Efeitos a partir de 01/05/2019
Devolução de fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo - Efeitos a partir de 01/05/2019;"Classificam-se neste código as devoluções de fornecimentos de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento de cooperativa, destinados a seus cooperados ou a estabelecimento de outra cooperativa, cujas saídas tenham sido classificadas no código ""5.160 – Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo"" ou ""6.160 – Fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo"".";Origem / Destino Fora Estado;2216;2.216 - Devolução de fornecimento de mercadoria adquirida ou recebida de terceiros de ato cooperativo - Efeitos a partir de 01/05/2019
Compra de energia elétrica para distribuição ou comercialização;Classificam-se neste código as compras de energia elétrica utilizada em sistema de distribuição ou comercialização. Também serão classificadas neste código as compras de energia elétrica por cooperativas para distribuição aos seus cooperados.;Origem / Destino Fora Estado;2251;2.251 - Compra de energia elétrica para distribuição ou comercialização
Compra de energia elétrica por estabelecimento industrial;Classificam-se neste código as compras de energia elétrica utilizada no processo de industrialização. Também serão classificadas neste código as compras de energia elétrica utilizada por estabelecimento industrial de cooperativa.;Origem / Destino Fora Estado;2252;2.252 - Compra de energia elétrica por estabelecimento industrial
Compra de energia elétrica por estabelecimento comercial;Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento comercial. Também serão classificadas neste código as compras de energia elétrica utilizada por estabelecimento comercial de cooperativa.;Origem / Destino Fora Estado;2253;2.253 - Compra de energia elétrica por estabelecimento comercial
Compra de energia elétrica por estabelecimento prestador de serviço de transporte;Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento prestador de serviços de transporte.;Origem / Destino Fora Estado;2254;2.254 - Compra de energia elétrica por estabelecimento prestador de serviço de transporte
Compra de energia elétrica por estabelecimento prestador de serviço de comunicação;Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento prestador de serviços de comunicação.;Origem / Destino Fora Estado;2255;2.255 - Compra de energia elétrica por estabelecimento prestador de serviço de comunicação
Compra de energia elétrica por estabelecimento de produtor rural;Classificam-se neste código as compras de energia elétrica utilizada por estabelecimento de produtor rural.;Origem / Destino Fora Estado;2256;2.256 - Compra de energia elétrica por estabelecimento de produtor rural
Compra de energia elétrica para consumo por demanda contratada;Classificam-se neste código as compras de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.;Origem / Destino Fora Estado;2257;2.257 - Compra de energia elétrica para consumo por demanda contratada
Aquisição de serviço de comunicação para execução de serviço da mesma natureza;Classificam-se neste código as aquisições de serviços de comunicação utilizados nas prestações de serviços da mesma natureza.;Origem / Destino Fora Estado;2301;2.301 - Aquisição de serviço de comunicação para execução de serviço da mesma natureza
Aquisição de serviço de comunicação por estabelecimento industrial;Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial de cooperativa.;Origem / Destino Fora Estado;2302;2.302 - Aquisição de serviço de comunicação por estabelecimento industrial
Aquisição de serviço de comunicação por estabelecimento comercial;Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial de cooperativa.;Origem / Destino Fora Estado;2303;2.303 - Aquisição de serviço de comunicação por estabelecimento comercial
Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte;Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento prestador de serviço de transporte.;Origem / Destino Fora Estado;2304;2.304 - Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte
Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.;Origem / Destino Fora Estado;2305;2.305 - Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica
Aquisição de serviço de comunicação por estabelecimento de produtor rural;Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de produtor rural.;Origem / Destino Fora Estado;2306;2.306 - Aquisição de serviço de comunicação por estabelecimento de produtor rural
Aquisição de serviço de transporte para execução de serviço da mesma natureza;Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.;Origem / Destino Fora Estado;2351;2.351 - Aquisição de serviço de transporte para execução de serviço da mesma natureza
Aquisição de serviço de transporte por estabelecimento industrial;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.;Origem / Destino Fora Estado;2352;2.352 - Aquisição de serviço de transporte por estabelecimento industrial
Aquisição de serviço de transporte por estabelecimento comercial;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.;Origem / Destino Fora Estado;2353;2.353 - Aquisição de serviço de transporte por estabelecimento comercial
Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.;Origem / Destino Fora Estado;2354;2.354 - Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação
Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.;Origem / Destino Fora Estado;2355;2.355 - Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica
Aquisição de serviço de transporte por estabelecimento de produtor rural;Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.;Origem / Destino Fora Estado;2356;2.356 - Aquisição de serviço de transporte por estabelecimento de produtor rural
Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária;Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização ou produção rural, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária.;Origem / Destino Fora Estado;2401;2.401 - Compra para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária
Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária;Classificam-se neste código as compras de mercadorias a serem comercializadas, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária.;Origem / Destino Fora Estado;2403;2.403 - Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária
Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.;Origem / Destino Fora Estado;2406;2.406 - Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária
Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária;Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.;Origem / Destino Fora Estado;2407;2.407 - Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária
Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária;Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem industrializadas no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.;Origem / Destino Fora Estado;2408;2.408 - Transferência para industrialização ou produção rural em operação com mercadoria sujeita ao regime de substituição tributária
Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária;Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas, decorrentes de operações sujeitas ao regime de substituição tributária.;Origem / Destino Fora Estado;2409;2.409 - Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária
Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária;"Classificam-se neste código as devoluções de produtos industrializados ou produzidos pelo próprio estabelecimento, cujas saídas tenham sido classificadas como ""Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária"".";Origem / Destino Fora Estado;2410;2.410 - Devolução de venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária
Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária;"Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas tenham sido classificadas como ""Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária"".";Origem / Destino Fora Estado;2411;2.411 - Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária
Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária;Classificam-se neste código as entradas, em retorno, de produtos industrializados ou produzidos pelo próprio estabelecimento, remetidos para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com produtos sujeitos ao regime de substituição tributária e não comercializados.;Origem / Destino Fora Estado;2414;2.414 - Retorno de produção do estabelecimento, remetida para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária
Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária;Classificam-se neste código as entradas, em retorno, de mercadorias adquiridas ou recebidas de terceiros, remetidas para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária, e não comercializadas.;Origem / Destino Fora Estado;2415;2.415 - Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária
Entrada de animal - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as entradas de animais pelo sistema integrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento. Também serão classificadas neste código as entradas do sistema de integração e produção animal decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;Origem / Destino Fora Estado;2451;2.451 - Entrada de animal - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Entrada de insumo - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as entradas de insumos pelo sistema integrado e de produção animal, para criação, recriação ou engorda, inclusive em sistema de confinamento. Também serão classificadas neste código as entradas do sistema de integração e produção animal decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;Origem / Destino Fora Estado;2452;2.452 - Entrada de insumo - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Retorno do animal ou da produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;"Classificam-se neste código as entradas referentes ao retorno da produção, bem como dos de animais criados, recriados ou engordados pelo produtor no sistema integrado e de produção animal, cujas saídas tenham sido classificadas no código ou ""5.453 - Retorno de animal ou da produção - Sistema de Integração e Parceria Rural"" ""6.453 - Retorno de animal ou da produção - Sistema de Integração e Parceria Rural"". Também serão classificados neste código os retornos do sistema de integração e produção animal decorrentes de ""ato cooperativo"", inclusive as operações entre cooperativa singular e cooperativa central";Origem / Destino Fora Estado;2453;2.453 - Retorno do animal ou da produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Retorno simbólico do animal ou da produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as entradas referentes ao retorno simbólico da produção, bem como dos de animais criados, recriados ou engordados pelo produtor no sistema integrado e de produção animal, cujas saídas tenham sido classificadas no código “5.454 - Retorno simbólico de animal ou da produção - Sistema de Integração e Parceria Rural.” ou “6.454 - Retorno simbólico de animal ou da produção - Sistema de Integração e Parceria Rural.”;Origem / Destino Fora Estado;2454;2.454 - Retorno simbólico do animal ou da produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Retorno de insumo não utilizado na produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código os retornos de insumos não utilizados pelo produtor na criação, recriação ou engorda de animais pelo sistema integrado e de produção animal, cujas saídas tenham sido classificadas no código “5.455 - Retorno de insumos não utilizados na produção – Sistema de Integração e Parceria Rural” ou “6.455 - Retorno de insumos não utilizados na produção – Sistema de Integração e Parceria Rural”, inclusive as operações entre cooperativa singular e cooperativa central.”;Origem / Destino Fora Estado;2455;2.455 - Retorno de insumo não utilizado na produção - Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Entrada referente a remuneração do produtor no Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019;Classificam-se neste código as entradas da parcela da produção do produtor realizadas em sistema de integração e produção animal, quando da entrega ao integrador ou parceiro. Também serão classificadas neste código as entradas decorrentes de “ato cooperativo”, inclusive as operações entre cooperativa singular e cooperativa central.;Origem / Destino Fora Estado;2456;2.456 - Entrada referente a remuneração do produtor no Sistema de Integração e Parceria Rural - Efeitos a partir de 01/03/2020 - Ajuste Sinief nº 34/2019
Entrada de mercadoria recebida com fim específico de exportação;"Classificam-se neste código as entradas de mercadorias em estabelecimento de ""trading company"", Empresa Comercial Exportadora (ECE) ou outro estabelecimento do remetente, com fim específico de exportação.";Origem / Destino Fora Estado;2501;2.501 - Entrada de mercadoria recebida com fim específico de exportação
Entrada decorrente de devolução de produto, de fabricação do estabelecimento, remetido com fim específico de exportação;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;Origem / Destino Fora Estado;2503;2.503 - Entrada decorrente de devolução de produto, de fabricação do estabelecimento, remetido com fim específico de exportação
Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;Origem / Destino Fora Estado;2504;2.504 - Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros
Entrada decorrente de devolução simbólica de mercadoria remetida para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;Origem / Destino Fora Estado;2505;2.505 - Entrada decorrente de devolução simbólica de mercadoria remetida para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento
Entrada decorrente de devolução simbólica de mercadoria, adquirida ou recebida de terceiros, remetida para formação de lote de exportação;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;Origem / Destino Fora Estado;2506;2.506 - Entrada decorrente de devolução simbólica de mercadoria, adquirida ou recebida de terceiros, remetida para formação de lote de exportação
Compra de bem para o ativo imobilizado;Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.;Origem / Destino Fora Estado;2551;2.551 - Compra de bem para o ativo imobilizado
Transferência de bem do ativo imobilizado;Classificam-se neste código as entradas de bens destinados ao ativo imobilizado recebidos em transferência de outro estabelecimento da mesma empresa.;Origem / Destino Fora Estado;2552;2.552 - Transferência de bem do ativo imobilizado
Devolução de venda de bem do ativo imobilizado;Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código 5551 ou 6551 - Venda de bem do ativo imobilizado.;Origem / Destino Fora Estado;2553;2.553 - Devolução de venda de bem do ativo imobilizado
